level,topic,subtopic,question label
2,ESRS E4,E4-1,Disclosure of key assumptions made in resilience analysis (biodiversity and ecosystems)
2,ESRS E4,E4-1,Time horizons used in resilience analysis (biodiversity and ecosystems)
2,ESRS E4,E4-1,Disclosure of results of resilience analysis (biodiversity and ecosystems)
2,ESRS E4,E4-1,Disclosure of involvement of stakeholders in resilience analysis (biodiversity and ecosystems)
1,ESRS E4,E4-1,"Disclosure of transition plan to improve and achieve alignment of business model and strategy with vision of Kunming-Montreal Global Biodiversity Framework and relevant goals and targets, EU Biodiversity Strategy for 2030, and with respecting planetary boundaries related to biosphere integrity and land-system change"
1,ESRS E4,E4-1,Mitigation hierarchy was considered (biodiversity and ecosystems)
1,ESRS E4,E4-1,"Administrative, management and supervisory bodies have approved transition plan (biodiversity and ecosystems)"
1,ESRS E4,E4-1,EU Biodiversity Strategy for 2030 targets to which transition plan is connected (biodiversity and ecosystems)
1,ESRS E4,E4-1,Sustainable Development Goals to which transition plan is connected (biodiversity and ecosystems)
1,ESRS E4,E4-2,Minimum Disclosure Requirement - policies related to biodiversity and ecosystems
2,ESRS E4,E4-2,Name or identifier of policy
2,ESRS E4,E4-2,Sustainability matters addressed by policy for biodiversity and ecosystems
2,ESRS E4,E4-2,"Name or identifier of related impacts, risks and opportunities"
2,ESRS E4,E4-2,Description of key contents of policy
2,ESRS E4,E4-2,Description of scope of policy or of its exclusions
2,ESRS E4,E4-2,Description of most senior level in organisation that is accountable for implementation of policy
2,ESRS E4,E4-2,Disclosure of third-party standards or initiatives that are respected through implementation of policy
2,ESRS E4,E4-2,Description of consideration given to interests of key stakeholders in setting policy
2,ESRS E4,E4-2,Policy is made available to potentially affected stakeholders and stakeholders who need to help implement it
3,ESRS E4,E4-2,Explanation of how policy is made available to potentially affected stakeholders and stakeholders who need to help implement it
2,ESRS E4,E4-2,Disclosure of how policy relates to sustainability matters for biodiversity and ecosystems
2,ESRS E4,E4-2,Biodiversity and ecosystems-related policy relates to material biodiversity and ecosystems-related impacts
3,ESRS E4,E4-2,Disclosure of how biodiversity and ecosystems-related policy relates to material biodiversity and ecosystems-related impacts
2,ESRS E4,E4-2,Biodiversity and ecosystems-related policy relates to material dependencies and material physical and transition risks and opportunities
3,ESRS E4,E4-2,Disclosure of how biodiversity and ecosystems-related policy relates to material dependencies and material physical and transition risks and opportunities
2,ESRS E4,E4-2,"Biodiversity and ecosystems-related policy supports traceability of products, components and raw materials with material actual or potential impacts on biodiversity and ecosystems along value chain"
3,ESRS E4,E4-2,"Disclosure of how biodiversity and ecosystems-related policy supports traceability of products, components and raw materials with material actual or potential impacts on biodiversity and ecosystems along value chain"
2,ESRS E4,E4-2,"Biodiversity and ecosystems-related policy addresses production, sourcing or consumption from ecosystems that are managed to maintain or enhance conditions for biodiversity"
3,ESRS E4,E4-2,"Disclosure of how biodiversity and ecosystems-related policy addresses production, sourcing or consumption from ecosystems that are managed to maintain or enhance conditions for biodiversity"
2,ESRS E4,E4-2,Biodiversity and ecosystems-related policy addresses social consequences of biodiversity and ecosystems-related impacts
3,ESRS E4,E4-2,Disclosure of how biodiversity and ecosystems-related policy addresses social consequences of biodiversity and ecosystems-related impacts
2,ESRS E4,E4-2,"Disclosure of how policy refers to production, sourcing or consumption of raw materials"
3,ESRS E4,E4-2,Disclosure of how policy limits procurement from suppliers that cannot demonstrate that they are not contributing to significant damage to protected areas or key biodiversity areas
3,ESRS E4,E4-2,Disclosure of how policy refers to recognised standards or third-party certifications overseen by regulators
3,ESRS E4,E4-2,Disclosure of how policy addresses raw materials originating from ecosystems that have been managed to maintain or enhance conditions for biodiversity
2,ESRS E4,E4-2,Sustainable Development Goals to which policy is connected (biodiversity and ecosystems)
2,ESRS E4,E4-2,Disclosure of how policy enables to avoid negative impacts on biodiversity and ecosystems in own operations and related upstream and downstream value chain
2,ESRS E4,E4-2,Disclosure of how policy enables to reduce and minimise negative impacts on biodiversity and ecosystems in own operations and throughout upstream and downstream value chain that cannot be avoided
2,ESRS E4,E4-2,Disclosure of how policy enables to restore and rehabilitate degraded ecosystems or restore cleared ecosystems following exposure to impacts that cannot be completely avoided and (or) minimised
2,ESRS E4,E4-2,Disclosure of how policy enables to mitigate contribution to material biodiversity loss drivers
2,ESRS E4,E4-2,Third-party standard of conduct used in policy is objective and achievable based on scientific approach to identifying issues and realistic in assessing how these issues can be addressed under variety of practical circumstances
2,ESRS E4,E4-2,Third-party standard of conduct used in policy is developed or maintained through process of ongoing consultation with relevant stakeholders with balanced input from all relevant stakeholder groups with no group holding undue authority or veto power over content
2,ESRS E4,E4-2,Third-party standard of conduct used in policy encourages step-wise approach and continuous improvement in standard and its application of better management practices and requires establishment of meaningful targets and specific milestones to indicate progress against principles and criteria over time
2,ESRS E4,E4-2,"Third-party standard of conduct used in policy is verifiable through independent certifying or verifying bodies, which have defined and rigorous assessment procedures that avoid conflicts of interest and are compliant with ISO guidance on accreditation and verification procedures or Article 5(2) of Regulation (EC) No 765/2008"
2,ESRS E4,E4-2,Third-party standard of conduct used in policy conforms to ISEAL Code of Good Practice
1,ESRS E4,E4-2,"Biodiversity and ecosystem protection policy covering operational sites owned, leased, or managed in or near biodiversity-sensitive area has been adopted"
1,ESRS E4,E4-2,Sustainable land or agriculture practices or policies have been adopted
1,ESRS E4,E4-2,Sustainable oceans or seas practices or policies have been adopted
1,ESRS E4,E4-2,Policies to address deforestation have been adopted
1,ESRS E4,E4-5,Disclosure of metrics related to material impacts on biodiversity and ecosystems
2,ESRS E4,E4-5,Impact metrics related to biodiversity and ecosystems change
3,ESRS E4,E4-5,"Number of sites owned, leased or managed in or near protected areas or key biodiversity areas that undertaking is negatively affecting"
3,ESRS E4,E4-5,"Area of sites owned, leased or managed in or near protected areas or key biodiversity areas that undertaking is negatively affecting"
3,ESRS E4,E4-5,Disclosure of land-use based on Life Cycle Assessment
